Region,Province,Area_display,Year,Price,Households,UnitsPer1k,GRDP_Const2018,Consumption_Const2018,PTI,EmploymentRate_2024_2025_avg,Flood_Index_0to1,StormSurge_Index_0to1,Landslide_Index_0to1,Price_proxy,Households_proxy,Units_proxy,GRDP_proxy,Consumption_proxy,PTI_proxy,Hazard_proxy,AvgIncome_per_HH,Nearest_Fault_Name,Fault_Distance_km,Hazard_source,Flood_Level,StormSurge_Level,Landslide_Level,Fault_Proximity_Level,Flood_Tooltip,StormSurge_Tooltip,Landslide_Tooltip,Fault_Tooltip,Flood_Tooltip_ASCII,StormSurge_Tooltip_ASCII,Landslide_Tooltip_ASCII,Fault_Tooltip_ASCII,Flood_Level_tips,Flood_Level_Num,Landslide_Level_tips,Landslide_Level_Num,StormSurge_Level_tips,StormSurge_Level_Num,Flood_Level_Simple,StormSurge_Level_Simple,Landslide_Level_Simple,Fault_Proximity_Index,Fault_Proximity_Level_Simple,AvgIncome_per_HH_city,AvgIncome_per_HH_prov,AvgIncome_per_HH_ncr,name_key,prov_key,Area_slug,City,Flood_Level_tips_ascii,StormSurge_Level_tips_ascii,Landslide_Level_tips_ascii
Region III,Bulacan,San Jose del Monte,2026,2209665.1535123494,369656.0251051831,1004235.1256415535,819330851.675832,50642.71021348715,6.212749052230065,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,355666.2493424212,Valley Fault System,3.7,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 3.7 at 3.7 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 3.7 at 3.7 km Level: Low (index 0.03),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.8766666666666667,Low,355666.2493424212,355666.2493424212,572264.4606546622,san jose del monte,bulacan,san-jose-del-monte,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Bulacan,San Jose del Monte,2027,2245109.506681826,378449.0362070015,1022814.4865315196,843844910.6381428,50761.65070579997,6.096753310639334,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,368246.7359740349,Valley Fault System,3.7,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 3.7 at 3.7 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 3.7 at 3.7 km Level: Low (index 0.03),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.8766666666666667,Low,368246.7359740349,368246.7359740349,595712.4905153749,san jose del monte,bulacan,san-jose-del-monte,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Bulacan,San Jose del Monte,2028,2280159.654288254,387449.45341228094,1041733.8987028868,868358969.600464,50880.87054415592,5.980371106054306,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,381273.94000347325,Valley Fault System,3.7,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 3.7 at 3.7 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 3.7 at 3.7 km Level: Low (index 0.03),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.8766666666666667,Low,381273.94000347325,381273.94000347325,620121.2826497357,san jose del monte,bulacan,san-jose-del-monte,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Bulacan,San Jose del Monte,2029,2314834.0400925525,396662.127269772,1060999.5178819783,892873028.5627849,51000.37038463277,5.86384600711743,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,394763.7842608501,Valley Fault System,3.7,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 3.7 at 3.7 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 3.7 at 3.7 km Level: Low (index 0.03),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.8766666666666667,Low,394763.7842608501,394763.7842608501,645530.2034417075,san jose del monte,bulacan,san-jose-del-monte,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,San Juan,2024,29215399.29834153,33477.115607025444,30932.70348552088,380720786.2901936,236601.1090121588,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,726470.890906032,Valley Fault System,2.9,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 2.9 at 2.9 km — Level: Medium (index 0.34),Flood risk Level: Low (index 0.20),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 2.9 at 2.9 km Level: Medium (index 0.34),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.9033333333333332,Medium,726470.890906032,545677.0365171637,528100.9087916539,san juan,metro manila,san-juan,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,San Juan,2025,29607744.12154963,33604.27061318704,31024.08510287296,387742364.9473362,238598.1624837792,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,756237.392784231,Valley Fault System,2.9,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 2.9 at 2.9 km — Level: Medium (index 0.34),Flood risk Level: Low (index 0.20),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 2.9 at 2.9 km Level: Medium (index 0.34),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.9033333333333332,Medium,756237.392784231,568035.6702018811,549739.3761964802,san juan,metro manila,san-juan,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,San Juan,2026,30000437.641026344,33731.90858794667,31115.736680462865,394763943.6044789,240612.07226932416,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,787223.5507355798,Valley Fault System,2.9,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 2.9 at 2.9 km — Level: Medium (index 0.34),Flood risk Level: Low (index 0.20),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 2.9 at 2.9 km Level: Medium (index 0.34),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.9033333333333332,Medium,787223.5507355798,591310.4291159748,572264.4606546622,san juan,metro manila,san-juan,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,San Juan,2027,30393530.60062386,33860.03136574783,31207.65901580912,401785522.2616234,242642.9806460661,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,819479.3390883764,Valley Fault System,2.9,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 2.9 at 2.9 km — Level: Medium (index 0.34),Flood risk Level: Low (index 0.20),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 2.9 at 2.9 km Level: Medium (index 0.34),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.9033333333333332,Medium,819479.3390883764,615538.8506800202,595712.4905153749,san juan,metro manila,san-juan,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,San Juan,2028,30787071.82875419,33988.64078800162,31299.85290878621,408807100.918766,244691.0310921803,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,853056.7798247735,Valley Fault System,2.9,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 2.9 at 2.9 km — Level: Medium (index 0.34),Flood risk Level: Low (index 0.20),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 2.9 at 2.9 km Level: Medium (index 0.34),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.9033333333333332,Medium,853056.7798247735,640760.0103771647,620121.2826497357,san juan,metro manila,san-juan,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,San Juan,2029,31181108.3595514,34117.738703113384,31392.31916163172,415828679.5759087,246756.3682968842,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,888010.0264816297,Valley Fault System,2.9,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 2.9 at 2.9 km — Level: Medium (index 0.34),Flood risk Level: Low (index 0.20),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 2.9 at 2.9 km Level: Medium (index 0.34),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.9033333333333332,Medium,888010.0264816297,667014.5847739162,645530.2034417075,san juan,metro manila,san-juan,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,San Pablo,2024,14317432.620023375,164215.9561739301,944042.8299118554,509742015.9806672,24697.271644777025,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,424977.0680003376,Valley Fault System,26.6,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 26.6 at 26.6 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 26.6 at 26.6 km Level: Low (index 0.10),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.1133333333333332,Low,424977.0680003376,424977.0680003376,528100.9087916539,san pablo,laguna,san-pablo,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,San Pablo,2025,14596735.979606183,168304.45538707377,962323.6550185378,525073467.356898,24920.71778215668,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,439532.6097455788,Valley Fault System,26.6,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 26.6 at 26.6 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 26.6 at 26.6 km Level: Low (index 0.10),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.1133333333333332,Low,439532.6097455788,439532.6097455788,549739.3761964802,san pablo,laguna,san-pablo,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,San Pablo,2026,14875142.912948811,172494.5522579522,980957.6143214658,540404918.7331289,25146.18552649876,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,454587.1928831264,Valley Fault System,26.6,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 26.6 at 26.6 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 26.6 at 26.6 km Level: Low (index 0.10),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.1133333333333332,Low,454587.1928831264,454587.1928831264,572264.4606546622,san pablo,laguna,san-pablo,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,San Pablo,2027,15152758.251427278,176788.76662062478,999951.5126795172,555736370.1093647,25373.69316809356,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,470157.9446778704,Valley Fault System,26.6,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 26.6 at 26.6 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 26.6 at 26.6 km Level: Low (index 0.10),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.1133333333333332,Low,470157.9446778704,470157.9446778704,595712.4905153749,san pablo,laguna,san-pablo,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,San Pablo,2028,15429679.790195497,181189.6806863539,1019312.2857580552,571067821.4855957,25603.259162710867,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,486262.5808055392,Valley Fault System,26.6,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 26.6 at 26.6 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 26.6 at 26.6 km Level: Low (index 0.10),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.1133333333333332,Low,486262.5808055392,486262.5808055392,620121.2826497357,san pablo,laguna,san-pablo,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,San Pablo,2029,15705998.963532962,185699.9405847464,1039047.002537147,586399272.8618265,25834.902133097352,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,502919.4255881309,Valley Fault System,26.6,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 26.6 at 26.6 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 26.6 at 26.6 km Level: Low (index 0.10),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.1133333333333332,Low,502919.4255881309,502919.4255881309,645530.2034417075,san pablo,laguna,san-pablo,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,San Pedro,2024,14317432.620023375,164215.9561739301,944042.8299118554,509742015.9806672,24697.271644777025,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,424977.0680003376,Valley Fault System,0.0,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,1.0,Low,424977.0680003376,424977.0680003376,528100.9087916539,san pedro,laguna,san-pedro,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,San Pedro,2025,14596735.979606183,168304.45538707377,962323.6550185378,525073467.356898,24920.71778215668,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,439532.6097455788,Valley Fault System,0.0,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,1.0,Low,439532.6097455788,439532.6097455788,549739.3761964802,san pedro,laguna,san-pedro,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,San Pedro,2026,14875142.912948811,172494.5522579522,980957.6143214658,540404918.7331289,25146.18552649876,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,454587.1928831264,Valley Fault System,0.0,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,1.0,Low,454587.1928831264,454587.1928831264,572264.4606546622,san pedro,laguna,san-pedro,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,San Pedro,2027,15152758.251427278,176788.76662062478,999951.5126795172,555736370.1093647,25373.69316809356,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,470157.9446778704,Valley Fault System,0.0,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,1.0,Low,470157.9446778704,470157.9446778704,595712.4905153749,san pedro,laguna,san-pedro,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,San Pedro,2028,15429679.790195497,181189.6806863539,1019312.2857580552,571067821.4855957,25603.259162710867,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,486262.5808055392,Valley Fault System,0.0,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,1.0,Low,486262.5808055392,486262.5808055392,620121.2826497357,san pedro,laguna,san-pedro,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,San Pedro,2029,15705998.963532962,185699.9405847464,1039047.002537147,586399272.8618265,25834.902133097352,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,502919.4255881309,Valley Fault System,0.0,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,1.0,Low,502919.4255881309,502919.4255881309,645530.2034417075,san pedro,laguna,san-pedro,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,Santa Rosa,2024,14317432.620023375,164215.9561739301,944042.8299118554,509742015.9806672,24697.271644777025,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,424977.0680003376,Valley Fault System,1.7,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 1.7 at 1.7 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 1.7 at 1.7 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,0.9433333333333334,Low,424977.0680003376,424977.0680003376,528100.9087916539,santa rosa,laguna,santa-rosa,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Laguna,Santa Rosa,2025,14596735.979606183,168304.45538707377,962323.6550185378,525073467.356898,24920.71778215668,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,439532.6097455788,Valley Fault System,1.7,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 1.7 at 1.7 km — Level: Low (index 0.10),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 1.7 at 1.7 km Level: Low (index 0.10),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,0.9433333333333334,Low,439532.6097455788,439532.6097455788,549739.3761964802,santa rosa,laguna,santa-rosa,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
