Region,Region_slug,Province,Area_display,Area_slug,Area_level,Year,Month,Employed,Weight
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,8891.0585
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,7735.4015
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5889.7004
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4352.1187
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4195.5713
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4195.5713
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,10527.2001
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4536.6842
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,5426.5278
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,10527.2001
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,6891.4218
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4536.6842
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,5426.5278
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,6891.4218
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,6891.4218
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7735.4015
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4536.6842
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4352.1187
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,6891.4218
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,8891.0585
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,10527.2001
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5712.8669
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4195.5713
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6380.7217
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7735.4015
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5889.7004
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4352.1187
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7735.4015
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5889.7004
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,8891.0585
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7735.4015
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,9552.0165
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5712.8669
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,5797.4867
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6380.7217
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7735.4015
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,7735.4015
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4341.1944
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4164.582
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,8507.9347
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5466.6943
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5547.6677
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,7402.0761
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5192.6938
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,6594.4642
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,8507.9347
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5466.6943
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5547.6677
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,9140.4115
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4341.1944
Region III (Central Luzon),region-iii-central-luzon,Pampanga,San Fernando,san-fernando,city/municipality,2023,12,1.0,5466.6943
Region III (Central Luzon),region-iii-central-luzon,Pampanga,San Fernando,san-fernando,city/municipality,2023,12,1.0,5547.6677
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,9140.4115
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,7402.0761
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5192.6938
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5635.9079
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4164.582
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4014.7803
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6105.7707
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4014.7803
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,9140.4115
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,9140.4115
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4341.1944
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,10073.5735
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Mabalacat City,mabalacat-city,city/municipality,2023,12,1.0,6594.4642
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7402.0761
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,10073.5735
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,4164.582
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,5635.9079
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4014.7803
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,11337.1158
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,5192.6938
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,8507.9347
Region III (Central Luzon),region-iii-central-luzon,City Of Manila,Santa Cruz,santa-cruz,city/municipality,2023,12,1.0,6594.4642
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4341.1944
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5192.6938
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4014.7803
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4014.7803
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5466.6943
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,5547.6677
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7402.0761
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7402.0761
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4341.1944
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5192.6938
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5466.6943
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,11337.1158
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,6594.4642
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4014.7803
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,9140.4115
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Candaba,candaba,city/municipality,2023,12,1.0,5635.9079
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4164.582
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6105.7707
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4014.7803
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,9140.4115
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Guagua,guagua,city/municipality,2023,12,1.0,5635.9079
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4164.582
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5547.6677
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,6594.4642
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4014.7803
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4014.7803
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,10073.5735
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5547.6677
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5635.9079
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,6594.4642
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Porac,porac,city/municipality,2023,12,1.0,4014.7803
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4341.1944
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5192.6938
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4341.1944
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5192.6938
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,8507.9347
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7402.0761
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,9140.4115
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5192.6938
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4341.1944
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6105.7707
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5547.6677
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,5466.6943
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Floridablanca,floridablanca,city/municipality,2023,12,1.0,4014.7803
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6105.7707
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7402.0761
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,10500.8821
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Magalang,magalang,city/municipality,2023,12,1.0,5874.9761
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Magalang,magalang,city/municipality,2023,12,1.0,5698.5848
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4185.0824
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Magalang,magalang,city/municipality,2023,12,1.0,5874.9761
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Magalang,magalang,city/municipality,2023,12,1.0,4341.2385
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4185.0824
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4185.0824
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6364.7699
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Magalang,magalang,city/municipality,2023,12,1.0,5874.9761
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Magalang,magalang,city/municipality,2023,12,1.0,5782.993
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6364.7699
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6364.7699
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Magalang,magalang,city/municipality,2023,12,1.0,6874.1933
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Magalang,magalang,city/municipality,2023,12,1.0,5698.5848
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,5782.993
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4185.0824
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,4185.0824
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Angeles,angeles,city/municipality,2023,12,1.0,4341.2385
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6364.7699
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6364.7699
Region III (Central Luzon),region-iii-central-luzon,Pampanga,San Fernando,san-fernando,city/municipality,2023,12,1.0,5874.9761
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Magalang,magalang,city/municipality,2023,12,1.0,5782.993
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,9528.1365
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,9528.1365
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Mabalacat City,mabalacat-city,city/municipality,2023,12,1.0,4525.3425
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Magalang,magalang,city/municipality,2023,12,1.0,4341.2385
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Mabalacat City,mabalacat-city,city/municipality,2023,12,1.0,8868.8309
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Magalang,magalang,city/municipality,2023,12,1.0,4185.0824
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6364.7699
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,6364.7699
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7716.063
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,7716.063
Region III (Central Luzon),region-iii-central-luzon,Pampanga,Magalang,magalang,city/municipality,2023,12,1.0,4341.2385
